User, Item, Rating, partner:5, partner:1, partner:4, partner:6, partner:3, partner:2, time:2, time:1, time:4, time:3
13,13,4,0,0,1,0,0,0,1,0,0,0
18,28,3,0,0,0,1,0,0,0,1,0,0
10,9,5,0,0,0,0,1,0,1,0,0,0
18,32,4,0,0,0,0,1,0,0,0,0,1
18,29,5,0,0,0,0,1,0,1,0,0,0
13,13,5,0,0,0,0,0,1,0,0,0,1
15,18,4,0,0,0,0,0,1,1,0,0,0
9,8,5,0,0,1,0,0,0,0,1,0,0
20,29,4,0,0,0,1,0,0,0,0,0,1
2,16,4,0,0,0,0,1,0,0,0,1,0
10,5,3,0,0,0,1,0,0,0,0,0,1
19,15,5,1,0,0,0,0,0,1,0,0,0
20,32,5,1,0,0,0,0,0,0,0,0,1
6,7,3,0,1,0,0,0,0,0,1,0,0
8,12,4,0,0,0,0,1,0,0,0,0,1
12,19,2,0,0,1,0,0,0,0,0,0,1
3,5,5,1,0,0,0,0,0,0,0,1,0
15,26,5,0,1,0,0,0,0,0,1,0,0
18,33,4,1,0,0,0,0,0,0,0,1,0
2,22,4,1,0,0,0,0,0,0,0,0,1
1,9,3,0,1,0,0,0,0,0,1,0,0
5,10,4,0,0,0,0,0,1,0,0,0,1
15,1,3,0,0,0,0,1,0,0,0,0,1
4,5,5,0,0,0,0,0,1,0,0,0,1
7,19,3,0,0,1,0,0,0,0,0,1,0
1,32,3,0,0,1,0,0,0,0,0,1,0
8,13,5,0,0,0,0,0,1,0,0,1,0
4,33,5,0,1,0,0,0,0,0,0,0,1
10,7,4,1,0,0,0,0,0,0,1,0,0
1,30,4,0,1,0,0,0,0,0,1,0,0
10,14,4,0,0,0,0,0,1,1,0,0,0
5,8,4,0,0,0,0,1,0,0,1,0,0
8,14,4,0,0,1,0,0,0,0,0,1,0
2,20,5,0,0,0,0,0,1,0,1,0,0
2,33,5,0,0,0,1,0,0,0,1,0,0
20,18,4,0,0,0,0,1,0,0,0,0,1
13,24,5,0,0,1,0,0,0,1,0,0,0
15,24,4,0,0,0,0,0,1,0,0,1,0
10,14,5,0,1,0,0,0,0,1,0,0,0
16,8,5,0,0,0,0,0,1,0,0,0,1
11,10,4,0,0,0,1,0,0,0,0,1,0
10,24,5,0,0,1,0,0,0,0,1,0,0
2,23,4,1,0,0,0,0,0,1,0,0,0
19,14,5,0,0,0,0,1,0,1,0,0,0
20,11,2,0,0,0,0,1,0,0,0,1,0
9,2,5,0,1,0,0,0,0,0,1,0,0
5,21,5,0,0,0,0,1,0,0,1,0,0
16,14,4,0,0,1,0,0,0,0,1,0,0
13,23,5,0,0,1,0,0,0,0,1,0,0
18,28,4,1,0,0,0,0,0,0,1,0,0
1,31,3,0,0,0,0,1,0,1,0,0,0
15,28,4,0,0,1,0,0,0,0,0,1,0
12,30,3,0,0,0,0,1,0,0,0,0,1
15,4,4,0,0,1,0,0,0,0,0,1,0
2,21,4,0,0,1,0,0,0,0,0,0,1
13,18,5,0,0,1,0,0,0,1,0,0,0
