# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
90, U Thắng cảnh;U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Ẩm thực;T Giải trí;T Mạo hiểm;price:2;price:3;price:4: (36, 6.186845), (4, 5.368491), (1*, 5.1993523), (40, 5.1138854), (10, 4.9314947), (11, 4.836694), (45, 4.760706), (37, 4.727052), (8, 4.689446), (21, 4.6836634), (14, 4.6073923), (19, 4.5706015), (16, 4.568285), (48, 4.555594), (2, 4.3788967), (41, 4.331353), (44, 4.233288), (25, 4.19996), (24, 4.1497073), (49, 4.068737), (5, 3.9937012), (29, 3.9379768), (15, 3.8982332), (7, 3.8484313), (20, 3.7751648), (34, 3.7625973), (28, 3.7319536), (9, 3.731404), (42, 3.6654837), (46, 3.6650407), (47, 3.6509547), (38, 3.5791125), (22, 3.5718207), (3, 3.4849432), (51, 3.4492946), (32, 3.2907906), (23, 3.2670646), (26, 3.2564244), (33, 3.2066827), (43, 3.1543818), (18, 3.1166735), (52, 3.0939565), (50, 3.0863726), (39, 3.0855026), (35, 3.0844018), (6, 3.0461526), (30, 2.7484741), (31, 2.7083008), (27, 2.574452), (13, 2.551135), (17, 2.4543157), (53, 2.323989), (12, 2.0496938), 
90, U Thắng cảnh;U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Tâm linh;price:5: (36, 5.49517), (4, 5.0742607), (10, 4.9148307), (40, 4.867258), (11, 4.6265435), (25, 4.491533), (47, 4.3950543), (37, 4.346994), (16, 4.3419986), (14, 4.3145514), (21, 4.2828107), (49, 4.140283), (2, 4.136316), (44, 4.05608), (19, 4.0251), (8, 4.013788), (5, 3.9977715), (45, 3.9912436), (34, 3.8965065), (29, 3.873493), (1, 3.8653975), (7, 3.8003788), (24, 3.7677953), (41, 3.7283118), (15, 3.6830776), (46, 3.6711502), (42, 3.5512657), (22, 3.543263), (26, 3.533825), (18, 3.527777), (48, 3.5092187), (51, 3.4582622), (9, 3.4073086), (28, 3.3015919), (32, 3.2487175), (3, 3.2406769), (20, 3.2379324), (39, 3.1301205), (38, 3.1074736), (35, 3.0315945), (6, 2.9929836), (33, 2.977738), (50, 2.893324), (23, 2.8538928), (13, 2.7895482), (31, 2.7301579), (30, 2.6899629), (52, 2.6893554), (43, 2.6482656), (17, 2.4753494), (27, 2.1761994), (53*, 2.0343282), (12, 1.9221418), 
98, U Di tích;U Tham quan;U Giải trí;U Hồ sông suối;U Đồi núi;T Giải trí;T Nghỉ dưỡng;T Đồi núi;T Biển;price:5: (30, 5.773423), (16, 5.551083), (24, 5.5061088), (51, 5.315372), (25, 5.198624), (40, 5.1790557), (34, 4.906444), (52, 4.842288), (8, 4.7883296), (10, 4.74752), (22, 4.665642), (28, 4.6250815), (21, 4.5921345), (46, 4.5917726), (4, 4.572856), (18, 4.5685453), (45, 4.4946632), (31, 4.333171), (36, 4.3062897), (53, 4.2753034), (3, 4.2688656), (7, 4.2519603), (41, 4.22354), (32, 4.2003684), (47, 4.1623907), (14, 4.1314106), (2, 4.12755), (20, 4.1162877), (35, 4.095837), (42, 4.074725), (50, 4.0731516), (23, 4.072642), (44, 4.0539656), (15, 3.972837), (43*, 3.960113), (5, 3.9457936), (49, 3.8666956), (37, 3.8110504), (26, 3.7870357), (9, 3.7320962), (1, 3.7239363), (38, 3.644376), (48, 3.6186092), (6, 3.6183844), (39, 3.5577898), (19, 3.4765897), (29, 3.3436208), (13, 3.3039227), (27, 3.2537289), (11, 2.8712623), (17, 2.8384552), (12, 2.7248745), (33, 2.0499153), 
7, U Di tích;U Ẩm thực;T Tham quan;price:5: (51, 5.0741954), (34, 4.966677), (18, 4.711585), (36, 4.4852176), (16, 4.466162), (45, 4.3893666), (25, 4.3342466), (24, 4.325415), (30, 4.1948524), (15, 4.152887), (44, 4.0760684), (22, 4.061445), (40, 4.0182633), (9, 3.99185), (21, 3.9542081), (49, 3.9474769), (2, 3.9382463), (35, 3.9335055), (29, 3.9273868), (26, 3.9112208), (8, 3.9089558), (38, 3.887609), (47, 3.864505), (20, 3.8178153), (39, 3.7949016), (10, 3.7276013), (1, 3.6681924), (5, 3.6530807), (14, 3.646605), (4, 3.621331), (6, 3.6207266), (13, 3.6196618), (31, 3.6112099), (52, 3.6082454), (7, 3.603391), (50, 3.5570216), (41, 3.5068996), (23, 3.4928536), (3, 3.4298487), (37, 3.41126), (53, 3.3901563), (11, 3.3853564), (42, 3.3715146), (12*, 3.3510172), (32, 3.261884), (43, 3.2513433), (46, 3.2459786), (28, 3.2040455), (17, 3.1383147), (19, 3.1197567), (27, 3.0670736), (33, 2.9821901), (48, 2.7652361), 
8, U Di tích;U Thắng cảnh;U Hồ sông suối;U Nông thôn;U Đồi núi;U Biển;T Ẩm thực;price:1;price:2: (21, 4.616452), (24, 4.461353), (22, 4.2924333), (46, 4.015009), (19, 3.936965), (40, 3.9299703), (44, 3.9243164), (8, 3.6879935), (16, 3.5803623), (25, 3.5324118), (41, 3.4649227), (17, 3.4397688), (11, 3.4274428), (36*, 3.3987615), (51, 3.3958373), (34, 3.3517318), (14, 3.3428242), (10, 3.3162646), (53, 3.12364), (39, 3.0425532), (30, 3.0186427), (28, 3.0079618), (7, 3.0033464), (3, 2.9884775), (52, 2.9504485), (48, 2.8704636), (15, 2.8591368), (5, 2.7924476), (29, 2.7263126), (47, 2.713047), (18, 2.683445), (1, 2.6778824), (37, 2.6007078), (38, 2.488026), (43, 2.4522767), (2, 2.4216108), (49, 2.382743), (35, 2.3123548), (6, 2.2814145), (45, 2.2479289), (50, 2.1637664), (13, 2.102932), (23, 2.1009011), (9, 2.0570228), (42, 2.0548348), (20, 1.9226967), (4, 1.6398361), (26, 1.467347), (31, 1.4184136), (33, 1.1426542), (27, 1.0913247), (12, -0.22739522), 
19, U Tham quan;U Ẩm thực;U Mạo hiểm;U Nông thôn;U Đồi núi;T Ẩm thực;price:1;price:2: (36, 4.84136), (2, 4.729489), (24, 4.3182387), (51, 4.2952003), (15, 4.029084), (35, 4.0211205), (14, 4.0090723), (22, 3.948205), (16, 3.9123166), (25, 3.895669), (30, 3.8850017), (8, 3.7584953), (32, 3.5117767), (52, 3.474998), (50, 3.4101245), (43, 3.370521), (44, 3.3008025), (10, 3.2898), (4, 3.2762089), (7, 3.1338384), (41, 3.0514667), (21, 2.9914432), (33, 2.9556415), (39, 2.9234035), (45, 2.9196925), (49, 2.864728), (19, 2.8115427), (37, 2.7949247), (18, 2.7117345), (28, 2.6836476), (9, 2.607873), (47, 2.6041863), (53, 2.5557806), (1, 2.5485983), (42, 2.5015697), (17, 2.4698524), (23, 2.3479586), (3, 2.3419745), (46, 2.310656), (38, 2.2560945), (11, 2.1468792), (26, 2.1396067), (27, 2.090445), (48, 2.0645916), (34*, 1.9258462), (13, 1.7991859), (5, 1.7410228), (6, 1.6399014), (20, 1.6278765), (12, 0.9552564), (31, 0.9400623), (29, 0.93180275), 
32, U Giải trí;U Nghỉ dưỡng;U Mạo hiểm;U Đô thị;U Rừng;T Thắng cảnh;T Mạo hiểm;T Đồi núi;price:3: (10, 4.8042502), (45, 4.617026), (52, 4.6067767), (12, 4.343199), (28, 4.301143), (8*, 4.2870145), (32, 4.2260017), (4, 4.2242365), (19, 4.1932316), (15, 4.1663175), (29, 4.1338506), (36, 4.1080217), (37, 4.057376), (2, 4.024423), (39, 3.945779), (25, 3.8687336), (34, 3.7660885), (27, 3.6634226), (50, 3.6524885), (41, 3.6410546), (5, 3.606307), (16, 3.5767658), (11, 3.5065892), (46, 3.5059423), (31, 3.466332), (44, 3.4428222), (42, 3.4123902), (47, 3.3998637), (3, 3.3832762), (7, 3.369344), (1, 3.2841737), (48, 3.2826548), (22, 3.2607837), (21, 3.2354288), (26, 3.158357), (40, 3.1545968), (14, 3.1301823), (9, 3.1135852), (23, 3.0939116), (38, 2.9039629), (13, 2.8723962), (18, 2.7977352), (20, 2.7950242), (6, 2.5654294), (53, 2.5626736), (35, 2.5444305), (51, 2.3872633), (43, 2.310271), (24, 2.2371564), (49, 2.2009606), (30, 2.032972), (17, 1.6927477), (33, 1.6185387), 
32, U Giải trí;U Nghỉ dưỡng;U Mạo hiểm;U Đô thị;U Rừng;T Tham quan;price:1;price:2: (52, 4.2664247), (28, 4.2090073), (32, 4.146159), (10, 4.132757), (36, 4.123905), (15, 3.9912736), (45, 3.8989635), (19, 3.8020859), (39, 3.6928837), (37, 3.6608164), (12, 3.6261199), (2, 3.5809245), (8, 3.4731617), (41, 3.3243704), (29*, 3.2890036), (25, 3.2360935), (4, 3.185455), (44, 3.074977), (31, 3.0586512), (27, 3.034076), (34, 3.0191453), (22, 3.001522), (21, 2.9784021), (3, 2.9676702), (5, 2.9419296), (11, 2.9350407), (7, 2.891297), (50, 2.8786666), (1, 2.8778067), (26, 2.8119895), (42, 2.7643754), (14, 2.7396245), (47, 2.7188532), (16, 2.7032514), (46, 2.53283), (48, 2.421921), (13, 2.405494), (23, 2.3883045), (20, 2.3443756), (40, 2.2478862), (9, 2.2029371), (38, 2.155238), (49, 2.1231453), (6, 2.035876), (53, 2.026379), (18, 1.988401), (24, 1.9380164), (30, 1.8868095), (51, 1.7824908), (43, 1.7114275), (33, 1.5699946), (35, 1.5356724), (17, 1.3748354), 
36, U Thắng cảnh;U Ẩm thực;U Nghỉ dưỡng;U Nông thôn;U Đồi núi;U Rừng;T Tâm linh;price:5: (11, 4.31624), (47, 4.3037987), (14, 4.0822043), (29, 3.8708029), (46, 3.8681293), (36, 3.8127384), (21, 3.7673893), (2, 3.6215415), (10, 3.5508337), (40, 3.360993), (15, 3.2792683), (34, 3.2692242), (37, 3.2595072), (44, 3.215015), (25, 3.1614554), (7, 3.0945566), (45, 3.0762284), (4, 3.0446124), (41, 3.021357), (5, 3.004397), (16, 2.9908535), (22, 2.8845696), (19, 2.8751237), (8, 2.777731), (38, 2.7356448), (49, 2.674337), (9, 2.5973263), (24, 2.5491962), (52, 2.477833), (28, 2.4264915), (17, 2.3479583), (35, 2.295297), (1, 2.2703934), (42, 2.2411175), (20, 2.19857), (26, 2.1460016), (51*, 2.1325572), (32, 2.0910933), (48, 2.0215478), (43, 2.0031917), (23, 1.9246932), (6, 1.8830985), (18, 1.8826287), (13, 1.8334215), (50, 1.705469), (39, 1.6586524), (31, 1.5543559), (53, 1.4430906), (12, 1.3209404), (3, 1.2978281), (27, 1.2369874), (33, 1.1850893), (30, 1.1204867), 
36, U Thắng cảnh;U Ẩm thực;U Nghỉ dưỡng;U Nông thôn;U Đồi núi;U Rừng;T Ẩm thực;price:1;price:2: (14, 5.142652), (11, 5.1413), (21, 4.85321), (46, 4.577155), (29, 4.452284), (2, 4.414028), (47, 4.2875223), (10, 4.233938), (37*, 4.231544), (19, 4.1258426), (44, 4.0766144), (41, 4.0441766), (15, 4.0210805), (45, 3.8911433), (8, 3.8621519), (22, 3.8246667), (25, 3.8244615), (4, 3.7943578), (40, 3.7696993), (38, 3.6811872), (7, 3.6358633), (16, 3.6244655), (52, 3.5863097), (28, 3.5663471), (34, 3.5505335), (1, 3.5191195), (49, 3.5010376), (5, 3.2787538), (9, 3.209903), (24, 3.1909506), (48, 3.0335546), (43, 3.0265863), (20, 3.0195115), (17, 2.9750538), (42, 2.9235291), (35, 2.7789736), (23, 2.7034328), (51, 2.6487806), (50, 2.6199236), (6, 2.568086), (53, 2.5619433), (13, 2.4861968), (26, 2.3628292), (39, 2.3238046), (3, 2.2750652), (18, 2.2553587), (12, 2.0426114), (31, 2.0299273), (27, 2.0150368), (30, 1.9053353), 
36, U Thắng cảnh;U Ẩm thực;U Nghỉ dưỡng;U Nông thôn;U Đồi núi;U Rừng;T Thắng cảnh;T Biển;price:1;price:2: (14, 5.142557), (11, 5.000019), (21, 4.7919636), (46, 4.7383723), (36, 4.4624248), (29, 4.4578595), (2, 4.280727), (47, 4.2680793), (45, 4.217643), (25, 4.1125913), (37, 4.1044464), (44, 4.0864873), (10, 4.0597873), (15, 3.9823165), (8, 3.9447765), (52, 3.9382348), (19, 3.8888202), (41, 3.8786066), (34, 3.71778), (22, 3.6478765), (4, 3.6323788), (38, 3.5906432), (7, 3.5687718), (40, 3.5675974), (49, 3.4530747), (28, 3.3830097), (24, 3.3545096), (1, 3.315249), (16, 3.309519), (9, 3.287207), (5, 3.2833905), (43, 2.9899466), (20, 2.9706945), (48, 2.8516335), (23, 2.8218527), (42, 2.699205), (17*, 2.678951), (35, 2.6601126), (32, 2.5665276), (6, 2.5304105), (50, 2.455412), (51, 2.346762), (53, 2.331965), (18, 2.3176417), (13, 2.2949195), (26, 2.2317336), (3, 2.1880074), (39, 2.1744885), (31, 2.1465693), (27, 1.922331), (12, 1.889467), (30, 1.8240614), (33, 1.6623726), 
37, U Nông thôn;U Biển;T Thắng cảnh;T Giải trí;T Hồ sông suối;price:1;price:2: (52, 4.5719905), (24, 4.5378838), (8, 4.450276), (19, 4.436839), (9, 4.3554945), (3, 4.255865), (1, 4.2498016), (36, 4.183036), (35, 4.149415), (29, 4.130556), (22, 3.9634814), (41, 3.9380114), (14, 3.9235182), (30, 3.8755567), (39, 3.8674781), (23, 3.852518), (7, 3.835032), (21, 3.7730873), (43, 3.7709453), (49, 3.7359557), (31, 3.7354083), (33, 3.7353368), (45, 3.7282283), (28, 3.6945407), (17, 3.599657), (37, 3.5216954), (15*, 3.4911363), (53, 3.403291), (50, 3.383337), (10, 3.3303843), (2, 3.2915335), (25, 3.2671726), (20, 3.2356422), (18, 3.1207411), (26, 3.0986106), (44, 3.0828314), (11, 2.9880168), (13, 2.9860067), (51, 2.9819794), (46, 2.9422212), (42, 2.9056392), (48, 2.7774386), (34, 2.7729056), (16, 2.7645323), (40, 2.7446024), (6, 2.6851952), (32, 2.6768265), (47, 2.6488726), (27, 2.5615554), (4, 2.4661183), (5, 2.3981612), (12, 1.8732129), (38, 0.8910635), 
66, U Tâm linh;U Thắng cảnh;U Nghỉ dưỡng;U Mạo hiểm;U Hồ sông suối;U Nông thôn;U Biển;T Thắng cảnh;T Hồ sông suối;price:5: (17, 5.0074697), (44, 4.409728), (7, 4.1999083), (35, 4.187977), (46, 4.164375), (41, 4.080759), (52, 4.078305), (15, 4.075833), (2, 3.9764814), (19, 3.9683433), (11, 3.900893), (10, 3.850511), (22*, 3.8452032), (20, 3.7174199), (39, 3.6913753), (28, 3.6858006), (29, 3.6378946), (5, 3.63034), (9, 3.6016), (43, 3.5923502), (30, 3.5513728), (21, 3.4736376), (45, 3.4190335), (8, 3.409356), (34, 3.309161), (40, 3.239619), (47, 3.2283573), (14, 3.217088), (27, 3.173372), (50, 3.1202106), (32, 3.0928736), (6, 2.8982258), (37, 2.8772905), (31, 2.8722355), (48, 2.8458502), (1, 2.8189204), (16, 2.8138516), (26, 2.7690504), (24, 2.7487864), (51, 2.5394206), (25, 2.481806), (53, 2.468768), (38, 2.4268262), (23, 2.4138694), (3, 2.2795844), (13, 2.2155359), (42, 2.2088432), (33, 2.1697252), (18, 2.1258552), (4, 1.7652389), (12, 1.6654669), (49, 1.3441066), (36, 1.2655079), 
66, U Tâm linh;U Thắng cảnh;U Nghỉ dưỡng;U Mạo hiểm;U Hồ sông suối;U Nông thôn;U Biển;T Thắng cảnh;T Mạo hiểm;T Đồi núi;price:3: (17, 5.340745), (35, 5.246695), (44, 5.16129), (46, 5.0932155), (52, 5.0102153), (19, 4.952941), (11, 4.9391847), (7, 4.936632), (2, 4.7200575), (9, 4.709507), (22, 4.694798), (15, 4.6703644), (20, 4.642806), (8*, 4.612639), (41, 4.5915003), (10, 4.5792437), (43, 4.560145), (40, 4.5463977), (39, 4.5382614), (45, 4.448344), (28, 4.402197), (48, 4.39022), (5, 4.3853273), (21, 4.118708), (50, 4.071947), (27, 4.0630445), (29, 4.0287857), (14, 4.0264153), (16, 4.022953), (1, 3.9717107), (34, 3.956606), (30, 3.9341137), (47, 3.8986623), (32, 3.8495128), (37, 3.766454), (6, 3.7501447), (53, 3.7150517), (23, 3.631607), (24, 3.5632489), (31, 3.5082676), (38, 3.427117), (26, 3.414646), (25, 3.3106267), (3, 3.1226115), (42, 3.055484), (51, 3.0163102), (4, 2.98383), (13, 2.8925705), (33, 2.846504), (12, 2.8178415), (18, 2.6568599), (36, 1.883235), (49, 1.8769084), 
66, U Tâm linh;U Thắng cảnh;U Nghỉ dưỡng;U Mạo hiểm;U Hồ sông suối;U Nông thôn;U Biển;T Tham quan;price:5: (17, 4.1051083), (15, 3.6427853), (44, 3.6001873), (7*, 3.4126332), (35, 3.3958662), (19, 3.2568462), (11, 3.2457879), (52, 3.232927), (22, 3.220529), (39, 3.197157), (41, 3.193705), (46, 3.1741827), (20, 3.102592), (2, 3.052711), (5, 2.9522092), (28, 2.9302504), (9, 2.9082036), (10, 2.902522), (40, 2.833431), (43, 2.7848814), (32, 2.680624), (45, 2.668171), (30, 2.6411815), (21, 2.6344008), (47, 2.5685413), (8, 2.5451312), (29, 2.4361355), (34, 2.4194727), (27, 2.3492246), (6, 2.308945), (48, 2.2843807), (16, 2.2628887), (14, 2.2516398), (31, 2.2337868), (1, 2.2039921), (24, 2.1946962), (50, 2.1612246), (37, 2.1189606), (26, 2.0782857), (53, 1.9245379), (23, 1.8000313), (51, 1.6500165), (33, 1.6136231), (25, 1.5715553), (38, 1.5433413), (42, 1.335621), (3, 1.3310269), (13, 1.2973745), (12, 1.1032114), (18, 1.0957563), (4, 0.8589261), (49, 0.62562037), (36, 0.6108974), 
85, U Thắng cảnh;U Hồ sông suối;U Biển;T Giải trí;T Nghỉ dưỡng;T Đồi núi;T Biển;price:5: (11, 5.445505), (24, 5.2583184), (46, 5.200557), (22, 5.1849284), (44, 5.1794257), (40, 5.14086), (28, 5.139476), (17, 5.1352386), (45, 5.064771), (5, 5.058649), (19, 4.9946613), (48, 4.975172), (16, 4.968549), (20, 4.920515), (6, 4.882844), (7, 4.869382), (41, 4.8421097), (21, 4.8256674), (29, 4.800936), (43*, 4.765887), (1, 4.756756), (30, 4.7488275), (39, 4.702497), (9, 4.651702), (47, 4.586726), (3, 4.5825605), (10, 4.580647), (35, 4.499931), (8, 4.4844155), (14, 4.311725), (51, 4.262947), (50, 4.2364044), (25, 4.225135), (15, 4.1626744), (31, 4.140404), (52, 4.094899), (27, 4.084423), (34, 4.0715947), (23, 4.0408807), (26, 3.9759235), (37, 3.9571493), (49, 3.9540637), (2, 3.878467), (4, 3.8687892), (53, 3.663768), (33, 3.5942981), (38, 3.5150623), (13, 3.4995944), (36, 3.4817197), (18, 3.4778244), (42, 3.4532096), (32, 3.322941), (12, 2.1788561), 
88, U Tâm linh;U Thắng cảnh;U Nghỉ dưỡng;U Hồ sông suối;U Đô thị;T Tâm linh;price:5: (10, 4.6925545), (44, 4.580783), (5, 4.3064566), (39, 4.2720733), (46, 4.2553024), (20, 4.051466), (40, 3.961093), (17, 3.9547334), (11, 3.9167342), (30, 3.8629973), (48, 3.84754), (26*, 3.8014412), (15, 3.7772431), (28, 3.757963), (16, 3.7301598), (29, 3.6951637), (21, 3.6725132), (7, 3.5327039), (37, 3.514142), (19, 3.5121863), (32, 3.479269), (41, 3.455793), (6, 3.374671), (1, 3.3140028), (2, 3.2846441), (38, 3.2826889), (31, 3.2747645), (27, 3.2633636), (42, 3.1818478), (25, 3.1516838), (34, 3.1474657), (50, 3.05882), (8, 3.0332148), (47, 3.0062284), (13, 2.9687104), (43, 2.9220421), (14, 2.919113), (49, 2.9187505), (9, 2.9130404), (45, 2.9057488), (4, 2.8834395), (22, 2.8780792), (35, 2.8386536), (23, 2.8104904), (18, 2.6408982), (3, 2.6377902), (53, 2.6207125), (33, 2.6066058), (52, 2.5306985), (51, 2.501469), (24, 2.488791), (12, 2.333868), (36, 2.2067416), 
88, U Tâm linh;U Thắng cảnh;U Nghỉ dưỡng;U Hồ sông suối;U Đô thị;T Tham quan;T Giải trí;price:1;price:2: (44, 4.7001786), (10, 4.5441504), (28, 4.302363), (20, 4.246042), (39, 4.106029), (48, 4.0674872), (1, 3.9780204), (11, 3.968033), (21, 3.8383658), (5, 3.8289762), (15, 3.8225656), (30, 3.8190866), (19, 3.8038108), (46, 3.7963488), (40, 3.7550275), (37, 3.7261362), (16, 3.5997071), (17, 3.5443068), (41, 3.524297), (32, 3.5209649), (7, 3.509484), (29, 3.3674123), (31, 3.2686672), (45, 3.2402494), (38, 3.2235904), (6, 3.2120135), (2, 3.1817803), (26, 3.1610074), (27, 3.157844), (14, 3.1242533), (8, 3.1024072), (23, 3.052661), (43, 3.0414503), (52, 3.0023756), (42, 2.9733193), (49*, 2.9157794), (3, 2.854414), (24, 2.8540962), (22, 2.845882), (50, 2.820639), (25, 2.7848344), (53, 2.7226458), (13, 2.7109675), (34, 2.6702714), (9, 2.6675434), (35, 2.663263), (33, 2.593425), (4, 2.350258), (36, 2.3198144), (47, 2.1904047), (18, 1.9884539), (12, 1.968166), (51, 1.9153507), 
89, U Tâm linh;U Di tích;U Tham quan;U Nghỉ dưỡng;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Biển;T Tham quan;price:5: (30, 5.20606), (24, 4.8776693), (39, 4.8655066), (15, 4.6033154), (35, 4.508606), (8, 4.367836), (19, 4.3042517), (41, 4.164011), (10, 4.0747323), (25, 4.033514), (22, 3.9994917), (44, 3.9869864), (52, 3.9004548), (51, 3.7707343), (21, 3.7562454), (40, 3.7316785), (18, 3.566175), (36, 3.4718025), (34, 3.3072195), (17, 3.2610044), (37, 3.2463639), (2, 3.2055757), (9, 3.1863458), (16*, 3.14168), (31, 3.0827053), (14, 3.080584), (53, 3.0469902), (46, 3.0318434), (45, 3.0294306), (5, 3.0233202), (28, 3.0119226), (32, 2.9683237), (23, 2.8288913), (47, 2.7786472), (26, 2.756368), (42, 2.6935174), (1, 2.6351326), (43, 2.4482017), (27, 2.3889809), (49, 2.2902458), (48, 2.2237382), (20, 2.1868916), (4, 2.1567342), (29, 2.088426), (3, 2.0860314), (11, 1.966229), (13, 1.9570857), (50, 1.8538098), (6, 1.6643844), (38, 1.3578669), (33, 0.9833703), 
89, U Tâm linh;U Di tích;U Tham quan;U Nghỉ dưỡng;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Biển;T Thắng cảnh;T Mạo hiểm;T Đồi núi;price:3: (30, 4.3504333), (8*, 4.2867846), (35, 4.210876), (24, 4.097663), (39, 4.058052), (19, 3.8517876), (25, 3.6240265), (10, 3.6028948), (52, 3.5291839), (15, 3.4823356), (41, 3.4132473), (44, 3.3995302), (7, 3.3766859), (22, 3.3252017), (40, 3.296086), (21, 3.0919933), (51, 2.9884686), (18, 2.9787197), (9, 2.83909), (46, 2.8023171), (16, 2.753185), (37, 2.7452981), (2, 2.7243633), (14, 2.7068002), (34, 2.6957936), (53, 2.6889448), (45, 2.6610448), (36, 2.595581), (23, 2.5119078), (17, 2.3480823), (28, 2.3353102), (5, 2.307879), (42, 2.2648213), (1, 2.254292), (31, 2.208627), (48, 2.1810184), (4, 2.133079), (43, 2.0749063), (32, 1.9886533), (47, 1.9602091), (27, 1.9542416), (26, 1.9441689), (3, 1.7290571), (50, 1.615973), (20, 1.5785466), (12, 1.5702027), (29, 1.532517), (11, 1.5110667), (13, 1.4037226), (49, 1.3929747), (38, 1.0930836), (6, 0.95702493), (33, 0.06769205), 
89, U Tâm linh;U Di tích;U Tham quan;U Nghỉ dưỡng;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Biển;T Tham quan;price:1;price:2: (30, 5.0614433), (39, 4.6623297), (24, 4.655696), (8, 4.3301053), (19, 4.317815), (15, 4.1644645), (35, 4.0592904), (52, 4.0460052), (41, 3.953736), (22, 3.9231129), (44, 3.8888578), (25, 3.8485594), (10, 3.7885747), (7, 3.755812), (21, 3.6921396), (36, 3.4686375), (40, 3.2465484), (51, 3.2408693), (37, 3.2059112), (14, 3.1734154), (2, 3.1380377), (28, 3.1003473), (18, 3.0265584), (53, 3.0098233), (17, 2.887343), (34, 2.8060231), (45, 2.8001556), (9, 2.785615), (32, 2.7659836), (16, 2.7368436), (1, 2.705098), (46, 2.6863775), (23, 2.6634734), (31, 2.6581192), (5, 2.5006742), (42, 2.4739792), (26, 2.4549744), (43, 2.3332357), (27, 2.1820679), (48, 2.1774576), (49, 2.172332), (3, 2.170624), (47, 2.1363714), (20, 1.9850712), (4, 1.9514704), (11, 1.7966912), (13, 1.7939934), (12, 1.7102965), (50, 1.6993239), (29*, 1.544843), (6, 1.2846446), (38, 1.2015316), (33, 0.87632084), 
89, U Tâm linh;U Di tích;U Tham quan;U Nghỉ dưỡng;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Biển;T Thắng cảnh;T Hồ sông suối;price:5: (30, 5.174499), (24, 4.490007), (39, 4.4179726), (35, 4.358964), (8, 4.2903085), (41, 4.1093125), (15, 4.09461), (10, 4.080969), (19, 4.073996), (44, 3.8547747), (7, 3.8467686), (52, 3.8040802), (51, 3.7183857), (22*, 3.6824136), (18, 3.6545215), (21, 3.6537294), (34, 3.255155), (17, 3.2216136), (40, 3.196114), (2, 3.1875937), (36, 3.1846604), (14, 3.1042798), (46, 3.080283), (37, 3.0629413), (9, 2.9379897), (45, 2.8385408), (28, 2.8257203), (31, 2.7794015), (5, 2.7596986), (16, 2.7508903), (53, 2.6494677), (42, 2.624987), (26, 2.5053802), (23, 2.500977), (47, 2.4967108), (32, 2.4388208), (29, 2.3484325), (43, 2.313918), (1, 2.3083084), (27, 2.2713757), (4, 2.1212945), (3, 2.0928366), (49, 2.0669794), (13, 1.9334947), (50, 1.8710432), (20, 1.859967), (48, 1.8434552), (11, 1.6795814), (12, 1.6246347), (6, 1.3119127), (38, 1.2995994), (33, 0.5977199), 
91, U Tâm linh;U Thắng cảnh;U Nghỉ dưỡng;T Tâm linh;price:5: (17, 3.3066337), (44, 3.1228912), (5, 3.118395), (10, 2.9753067), (46, 2.9214349), (11, 2.7952466), (7, 2.7538292), (21, 2.7029831), (39, 2.70153), (47, 2.6873634), (20, 2.5968685), (14, 2.5924723), (26, 2.5340896), (30, 2.4473932), (34, 2.4392943), (43, 2.3330789), (27, 2.3328645), (40, 2.32739), (2, 2.301902), (41, 2.22232), (38, 2.2050564), (15, 2.2002466), (29, 2.1529257), (35, 2.1436038), (48, 2.0990825), (19, 2.080562), (1, 2.066244), (53, 2.0653217), (6, 2.0542886), (32, 2.0484416), (12, 1.9912629), (18, 1.9518218), (28, 1.9375136), (23, 1.9180461), (13, 1.8958563), (37, 1.8235073), (42, 1.8040493), (33, 1.782782), (45, 1.7802428), (25, 1.7659742), (31, 1.748604), (24, 1.6903052), (16, 1.6765609), (9, 1.6579227), (51, 1.6378087), (52*, 1.6315202), (49, 1.5163428), (4, 1.2965994), (50, 1.2524104), (8, 1.1353186), (3, 1.1291056), (36, 1.0921452), (22, 0.94860786), 
